5	-0.02	0.0383203	2.57117	0.432314	0.213497	-0.434453	196.125	0.113807	-3261.4
4.9	0.0157227	0.0455273	3.07582	0.576058	0.194558	-0.445312	205.279	0.0923183	-2378.21
4.8	-0.00101563	0.0391406	2.66391	0.55476	0.228156	-0.441719	202.191	0.10385	-3295.02
4.7	-0.00234375	0.0414453	2.58836	0.549518	0.176472	-0.464453	223.602	0.122616	-1985.47
4.6	-0.0160352	0.0527148	4.39207	0.897559	0.336201	-0.478516	236.679	0.104258	-4162.6
4.5	0.0148828	0.0692969	7.075	1.52182	0.479487	-0.479609	237.831	0.112864	-5220.13
4.4	0.00197266	0.0500977	3.99801	0.907732	0.324545	-0.487109	245.502	0.130787	-4371.85
4.3	-0.00136719	0.045625	3.56734	0.82917	0.333894	-0.514492	273.56	0.1355	-3326.66
4.2	0.0299023	0.0500586	3.54012	0.624883	0.231932	-0.522813	282.419	0.143206	-2617.55
4.1	0.00207031	0.0499219	3.70305	0.902111	0.280742	-0.538672	299.788	0.158007	-3312.66
4	-0.0216406	0.0539844	4.73094	1.06285	0.43667	-0.56	323.806	0.167451	-4975.75
3.9	-0.00847656	0.0519531	4.28398	1.07959	0.389764	-0.579844	346.321	0.133656	-4078.95
3.8	-0.0181641	0.0416406	2.73289	0.630273	0.25193	-0.581211	348.84	0.202677	-3102.4
3.7	-0.0431445	0.074707	8.58152	1.80416	0.774712	-0.608164	380.987	0.164118	-7813.75
3.6	0.0294727	0.0598242	5.86652	1.38251	0.611581	-0.633945	414.882	0.25847	-6026.15
3.5	-0.0344336	0.0612695	7.7202	1.85888	1.10747	-0.667344	458.945	0.237442	-16104.9
3.4	0.0110156	0.0620313	6.21008	1.78995	0.667604	-0.689063	488.597	0.207099	-6120.57
3.3	-0.0290039	0.0463086	3.37645	0.76213	0.357725	-0.707773	515.963	0.275186	-2932.75
3.2	-0.0757031	0.0979297	13.5587	2.4032	1.16824	-0.729375	548.541	0.369631	-10222.9
3.1	0.00253906	0.09	12.0531	3.88597	1.21249	-0.796563	653.094	0.34904	-9054.62
3	-0.040332	0.0742383	9.10676	2.48035	1.15439	-0.815625	685.082	0.430243	-10400.8
2.9	-0.0369531	0.0976172	15.0359	4.7026	1.82001	-0.866797	772.254	0.343025	-11831.9
2.8	-0.0223633	0.112012	20.0718	6.98561	2.58003	-0.897617	829.346	0.547524	-16293.4
2.7	0.134707	0.137402	29.4836	4.0378	3.75964	-0.992656	1013.58	0.625697	-26113.1
2.6	0.111738	0.125566	27.4468	5.6391	4.3467	-1.03234	1095.06	0.55469	-23665.7
2.5	0.306641	0.306641	99.8676	1.43297	1.43297	-1.13852	1333.98	1.06472	-38681.4
2.4	0.49627	0.49627	261.016	3.67588	3.67588	-1.27266	1662.97	0.770886	-99377.1
2.3	0.433613	0.433613	212.604	8.72674	8.72674	-1.29793	1731.47	1.21348	-99413.9
2.2	0.663555	0.663555	459.68	4.0036	4.0036	-1.47305	2225.82	0.801554	-168824
2.1	0.860215	0.860215	760.6	1.36742	1.36742	-1.6607	2829.78	1.28217	-263407
2	0.926992	0.926992	880.236	0.149054	0.149054	-1.76934	3207.7	0.503387	-300855
1.9	0.944785	0.944785	914.236	0.102132	0.102132	-1.82504	3412.06	0.373986	-312322
1.8	0.954375	0.954375	932.958	0.148026	0.148026	-1.85836	3537.74	0.419522	-318810
1.7	0.973555	0.973555	970.646	0.0526847	0.0526847	-1.90797	3728.59	0.302477	-331434
1.6	0.98	0.98	983.487	0.0234921	0.0234921	-1.92824	3807.77	0.163776	-335747
1.5	0.986523	0.986523	996.626	0.0265885	0.0265885	-1.95223	3903.09	0.19109	-340235
1.4	0.991074	0.991074	1005.82	0.0152486	0.0152486	-1.96664	3960.77	0.138778	-343349
1.3	0.994277	0.994277	1012.33	0.00921002	0.00921002	-1.97809	4006.9	0.100757	-345556
1.2	0.996855	0.996855	1017.58	0.00591763	0.00591763	-1.98793	4046.81	0.0692477	-347342
1.1	0.998633	0.998633	1021.21	0.00280539	0.00280539	-1.99461	4074	0.0381661	-348575
1	0.999063	0.999063	1022.08	0.00261562	0.00261562	-1.99664	4082.28	0.0300061	-348874
0.900003	0.999785	0.999785	1023.56	0.000511717	0.000511717	-1.99918	4092.65	0.00782982	-349375
0.800003	1	1	1024	0	0	-2	4096	0	-349524
0.700003	0.99998	0.99998	1023.96	5.52453e-05	5.52453e-05	-1.99992	4095.68	0.00126275	-349511
0.600003	1	1	1024	0	0	-2	4096	0	-349524
0.500003	1	1	1024	0	0	-2	4096	0	-349524
