5	-0.000231859	0.084457	2.8599	0.571977	0.206771	-0.428111	49.3616	0.0976878	-721.023
4.9	-0.000209031	0.0858407	2.95373	0.602801	0.217829	-0.438217	51.6241	0.102598	-743.343
4.8	0.000206477	0.0870056	3.03477	0.632242	0.228513	-0.448572	53.993	0.107708	-766.059
4.7	0.000215297	0.0885152	3.13879	0.667825	0.241072	-0.459848	56.6415	0.113525	-788.422
4.6	-0.000351023	0.0901981	3.25871	0.708409	0.255647	-0.471316	59.3961	0.119499	-817.482
4.5	-0.000350477	0.0920049	3.38697	0.752653	0.271101	-0.483712	62.4542	0.126228	-847.29
4.4	-0.000229523	0.0938208	3.52634	0.801437	0.289305	-0.496774	65.7656	0.133721	-885.541
4.3	-0.000277727	0.0959426	3.68651	0.857323	0.30931	-0.510473	69.325	0.141466	-924.869
4.2	3.61797e-05	0.0980793	3.84707	0.915968	0.329634	-0.525345	73.3176	0.151066	-958.442
4.1	-0.00024075	0.100702	4.0538	0.988728	0.355548	-0.540766	77.5569	0.16034	-1012.81
4	-9.91484e-05	0.103436	4.28337	1.07084	0.386103	-0.557478	82.3	0.171245	-1073.36
3.9	0.000404695	0.106809	4.55663	1.16836	0.419528	-0.575044	87.4386	0.18315	-1132.76
3.8	0.000517891	0.109569	4.79796	1.2626	0.453833	-0.593688	93.0688	0.196522	-1194.2
3.7	-0.000151641	0.114075	5.19501	1.40405	0.503691	-0.614138	99.4387	0.210697	-1288.38
3.6	0.000469172	0.118749	5.61245	1.559	0.556258	-0.636553	106.694	0.228608	-1381.54
3.5	0.000395937	0.124363	6.15591	1.75882	0.627593	-0.660306	114.662	0.24856	-1512.83
3.4	0.000212828	0.130046	6.73177	1.97993	0.706557	-0.686077	123.605	0.268632	-1651.09
3.3	0.00148878	0.137858	7.54961	2.28759	0.813436	-0.714327	133.849	0.295827	-1832.9
3.2	-0.0010089	0.146469	8.49147	2.6535	0.93732	-0.744928	145.39	0.32526	-2043.24
3.1	-0.000429961	0.157263	9.75715	3.14745	1.1051	-0.779412	158.981	0.36056	-2316.16
3	-0.000432719	0.171224	11.5054	3.83513	1.33337	-0.817525	174.724	0.403001	-2687.36
2.9	0.000849109	0.189487	14.0194	4.83421	1.66472	-0.86037	193.353	0.4581	-3196.3
2.8	0.00048393	0.215237	17.8579	6.37779	2.14221	-0.910296	216.311	0.533065	-3907.61
2.7	-2.80625e-05	0.249703	23.5677	8.72875	2.81689	-0.967868	244.425	0.632615	-4836.03
2.6	0.000416844	0.303509	33.6218	12.9314	3.86143	-1.03856	281.539	0.80077	-6255.71
2.5	0.000522047	0.39026	51.9999	20.7999	5.20414	-1.1318	334.566	1.06195	-8179.79
2.4	-0.0231145	0.515992	82.6746	34.3907	6.04799	-1.25484	411.165	1.39998	-10565.2
2.3	0.0106471	0.669094	125.842	54.7011	4.88427	-1.40544	513.824	1.54193	-13134.4
2.2	-0.191648	0.794372	166.812	71.5496	2.3949	-1.55003	621.318	1.29148	-15399.4
2.1	0.00131551	0.868777	195.179	92.9422	0.931992	-1.66236	711.661	0.957584	-17153.3
2	-0.161507	0.911497	213.454	103.388	0.38097	-1.74595	783.253	0.718706	-18440.6
1.9	-0.938406	0.938406	225.806	0.195019	0.195019	-1.80972	840.445	0.56039	-19385.7
1.8	-0.956796	0.956796	234.562	0.113727	0.113727	-1.85911	886.232	0.439802	-20081.7
1.7	-0.970033	0.970033	241.005	0.0691463	0.0691463	-1.89808	923.28	0.341723	-20603.6
1.6	-0.97966	0.97966	245.76	0.0429271	0.0429271	-1.92836	952.619	0.261631	-20993.5
1.5	-0.986491	0.986491	249.171	0.0271081	0.0271081	-1.9511	974.981	0.197047	-21275.2
1.4	-0.991395	0.991395	251.636	0.016733	0.016733	-1.96811	991.883	0.14381	-21479.9
1.3	-0.994768	0.994768	253.341	0.0102335	0.0102335	-1.98026	1004.05	0.10144	-21621.9
1.2	-0.997017	0.997017	254.482	0.00592652	0.00592652	-1.98857	1012.42	0.0675975	-21717.2
1.1	-0.998454	0.998454	255.213	0.00317782	0.00317782	-1.994	1017.91	0.0413973	-21778.3
1	-0.999276	0.999276	255.631	0.00156813	0.00156813	-1.99716	1021.12	0.023355	-21813.4
0.900003	-0.99971	0.99971	255.852	0.000675711	0.000675711	-1.99886	1022.84	0.0115013	-21831.9
0.800003	-0.999908	0.999908	255.953	0.000236587	0.000236587	-1.99963	1023.63	0.00463092	-21840.4
0.700003	-0.999978	0.999978	255.989	6.45503e-05	6.45503e-05	-1.99991	1023.91	0.0014604	-21843.4
0.600003	-0.999997	0.999997	255.998	1.06987e-05	1.06987e-05	-1.99999	1023.99	0.000285297	-21844.2
0.500003	-1	1	256	1.2187e-06	1.2187e-06	-2	1024	3.89981e-05	-21844.3
